customer_id,name,phone,address,area,customer_type,first_purchase_date
354,Jack Oommen,9852032540,"H.No. 05, Saxena",Sikta Mohalla,retail,
355,Keya Dar,96068825,"91, Loke Street",Rasra Road,painter,
356,Janani Swaminathan,9883068639,"62/13, Dara",Dubhar,contractor,
357,Ranbir Shere,9505333621,"H.No. 37
Thakkar Path",Bansdih,retail,
358,Brinda Ramesh,9473415078,"H.No. 057, Vig Ganj",Dubhar,contractor,
359,Eesha Minhas,9881531720,"H.No. 516, Sarkar Ganj",Mau Bazar,retail,
360,Ansh Mani,9597146648,"H.No. 613, Tella Road",Bansdih,painter,
361,Laksh Sagar,9346599912,"H.No. 43, Bose Road",Kotwali,retail,
362,Janaki Sahni,9878488534,,Dubhar,retail,
363,Henry Ratta,9116799547,,Sikandarpur,contractor,
364,Pahal Seth,9741866641,"08
Deol Nagar",Civil Lines,retail,
365,Ethan Sankaran,9531929128,"479, Rajan Street",Mau Bazar,contractor,
366,Omya Chaudhari,9410594268,"96, Subramaniam Marg",Sikandarpur,retail,
367,Om Pillai,9742009209,"88/720
Bedi Marg",Civil Lines,retail,
368,Jack Kibe,9253824712,"83/268
Ahluwalia Circle",Dubhar,retail,
369,Azaan Konda,9165452764,"25/223, Chaudhary Street",Rasra Road,retail,
370,Suhani Sarraf,9558703133,,Gai Ghat,contractor,
371,Aadhya Koshy,9820848547,"775
Mani Marg",Dubhar,painter,
372,Gautam Handa,9422002819,"49, Kakar Ganj",Reoti,retail,
373,Vaishnavi Balan,9341961866,"86/174
Shroff Zila",Reoti,retail,
374,Mugdha Pradhan,9547221915,"85/86
Panchal Chowk",Civil Lines,contractor,
375,Abeer Jain,9454617185,"29/128
Ratta Chowk",Gai Ghat,retail,
376,Kalpit Kapoor,9878016905,,Dubhar,retail,
377,Urmi Misra,9747382,"H.No. 093, Badami Nagar",Sikandarpur,contractor,
378,Ikshita Brar,9700061135,"33
Salvi Street",Gai Ghat,contractor,
379,Jeevika Butala,9116464447,"H.No. 08
Sampath Circle",Sikta Mohalla,retail,
380,Darsh Mall,9909956465,"H.No. 10, Banik Road",Sikandarpur,contractor,
381,Sneha Nagi,9525880424,"466
Bakshi Nagar",Kotwali,contractor,
382,Warjas Goyal,9673002461,"17/51, Date Road",Gai Ghat,retail,
383,Indira Thaker,9633947427,"H.No. 92, Murty Chowk",Reoti,retail,
384,Jagrati Khurana,9443847870,"H.No. 60
Shan Circle",Dubhar,contractor,
385,Rajeshri Kurian,9337591250,,Bansdih,retail,
386,Balhaar Srivastava,9721849977,"061, Madan",Civil Lines,painter,
387,Chakradhar Agrawal,9711806831,"24/34, Raval Path",Gai Ghat,retail,
388,Madhav Deol,9982177625,"H.No. 522, Mitra Circle",Reoti,retail,
389,Aarnav Balay,9886808192,"H.No. 32
Chanda Ganj",Bansdih,retail,
390,Qushi Karan,9682115008,"H.No. 72, Sinha Chowk",Bansdih,retail,
391,Jeremiah Balasubramanian,9179811669,"42, Hora Circle",Mau Bazar,retail,
392,Jeet Ravi,9777210736,"627, Chowdhury Marg",Mau Bazar,retail,
393,Urishilla Bala,9589636644,"774, Nath Street",Sikandarpur,retail,
394,Nimrat Nagarajan,9807901168,,Bansdih,painter,
395,Daniel Barad,9117959560,"88/50, Gala Path",Kotwali,retail,
396,Devika Devi,9973120912,"58/98, Kamdar Marg",Rasra Road,retail,
397,Girish Seth,9203416251,"14/820
Bobal Ganj",Sikandarpur,retail,
398,Vasatika Jayaraman,9975329786,"12
Mohanty Ganj",Sikta Mohalla,retail,
399,Advay Mukhopadhyay,9535968611,"H.No. 279
Vasa Street",Civil Lines,retail,
400,Widisha Saxena,9989124880,"H.No. 60
Natt Path",Mau Bazar,retail,
401,Tanish Sane,9507231644,"81/767
Raj Street",Mau Bazar,retail,
402,Lila Gaba,9188783547,"41
Chowdhury Ganj",Gai Ghat,contractor,
403,Naveen Barad,9202393989,"84/455, Kanda Chowk",Civil Lines,contractor,
404,Patrick Bansal,9843338269,"H.No. 819, Batta Circle",Mau Bazar,retail,
405,Isaiah Bose,9834899763,"H.No. 89, Chowdhury",Sikandarpur,painter,
406,Keya Rastogi,9292580427,"259, Goel Chowk",Civil Lines,contractor,
407,Sachi Pingle,9907727084,"H.No. 39
Chahal Chowk",Sikta Mohalla,contractor,
408,Udyati Raval,9705545509,"99/62
Kapoor Road",Dubhar,retail,
409,Jeremiah Contractor,9894295332,"30, Kapoor Nagar",Sikta Mohalla,retail,
410,Udyati Sachdeva,9471363809,"H.No. 005, Baral Road",Sikta Mohalla,retail,
411,Yagnesh Vyas,9925713533,"947, Narula Street",Gai Ghat,retail,
412,Imaran Mody,9393482659,"24, Vaidya",Civil Lines,retail,
413,Qushi Sharma,9503111666,"H.No. 889, Kannan Chowk",Dubhar,retail,
414,Sachi Sani,9764233758,"H.No. 99
Bakshi Nagar",Sikta Mohalla,retail,
415,Neelima Chhabra,9265593497,"H.No. 518
Kakar",Rasra Road,retail,
416,Thomas Bhargava,9440030663,"267
Chokshi Street",Kotwali,contractor,
417,Sachi Banik,9917489574,"306, Sehgal",Rasra Road,retail,
418,David Tripathi,9698058121,"27
Swaminathan Marg",Mau Bazar,retail,
419,Aadi Bail,9695088987,"34/340
Dugal Ganj",Gai Ghat,retail,
420,Tara Krish,9113250637,"951, Soman Ganj",Sikta Mohalla,painter,
421,Damini Lad,9700797791,"H.No. 388
Agarwal Ganj",Sikandarpur,contractor,
422,Henry Gade,9835852444,"H.No. 470, Boase Circle",Kotwali,retail,
423,Girindra Pandey,9256696327,"H.No. 38, Bose",Dubhar,retail,
424,Frederick Narain,9940381893,"23/44, Menon Nagar",Civil Lines,retail,
425,Ansh Rao,9632363811,"16, Bail Marg",Sikta Mohalla,contractor,
426,Arya Gara,9107266407,"72/578
Gokhale Nagar",Sikandarpur,retail,
427,Yadavi Dyal,9453842723,"00/175, Tara Road",Sikandarpur,retail,
428,Zaid Gola,9444311586,"H.No. 865
Basu",Reoti,retail,
429,Lopa Bath,9527606494,"72, Oza Ganj",Reoti,retail,
430,Ekiya Bala,9939638591,"11, Sandhu Road",Dubhar,painter,
431,Gayathri Dubey,9705429879,"76, Rege",Rasra Road,retail,
432,Hiral Ramakrishnan,969066447,"65, Master Nagar",Civil Lines,contractor,
433,Janani Dani,9412814503,,Dubhar,retail,
434,Raksha Sarna,9249442440,"282
Sandhu Marg",Rasra Road,contractor,
435,Gautam Sood,9947264726,"44/382
Brahmbhatt Zila",Sikandarpur,contractor,
436,Xiti Choudhury,9530361198,"73/46
Patla Ganj",Dubhar,retail,
437,Frederick Bawa,9949030118,"57/590
Venkatesh Zila",Bansdih,retail,
438,Yashica Vaidya,9191248659,"H.No. 652
Pall Path",Gai Ghat,contractor,
439,Chatura Kaul,975785789,"23/494, Chawla Circle",Dubhar,retail,
440,Janaki Mall,9456049246,"H.No. 599, Oak Chowk",Mau Bazar,painter,
441,Anamika Dewan,9338371847,"H.No. 089, Deo Road",Sikandarpur,retail,
442,Lopa Dara,9337331022,"19
Sur Circle",Sikandarpur,contractor,
443,Faqid Kaul,9261861139,,Sikta Mohalla,contractor,
444,Aarnav Prabhakar,9192185888,"H.No. 97, Dhaliwal Road",Rasra Road,retail,
445,Forum Karpe,9468365044,"855, Bajwa Path",Reoti,retail,
446,Jeet Manne,9204821934,"08/28, Iyengar Marg",Gai Ghat,retail,
447,Siddharth Contractor,9147978060,"59/17
Vora Path",Gai Ghat,retail,
448,Mugdha Gade,9827072823,"07/146
Dhingra Nagar",Civil Lines,contractor,
449,Bina Mallick,9692609167,"H.No. 176
Kakar Zila",Reoti,retail,
450,Hritik Basu,9534916368,"77, Chand Circle",Dubhar,retail,
451,Christopher Nori,9891764728,"38/03, Malhotra Road",Sikandarpur,retail,
452,Quincy Nadkarni,9104778194,"61/25
Saha Zila",Sikta Mohalla,retail,
453,Kashish Pall,9958459117,"H.No. 55, Char Nagar",Gai Ghat,contractor,
454,Ekiya Pant,9381699808,"40/43, Walla Road",Gai Ghat,retail,
455,Nidhi Pillay,9756387421,"76/58
Barad Ganj",Gai Ghat,contractor,
456,Samuel Bir,9762888128,"223
Mistry",Kotwali,painter,
457,Gavin Lanka,9733688460,"940, Muni Street",Sikta Mohalla,painter,
458,Devansh Date,9225572934,"H.No. 94
Sandal Nagar",Bansdih,retail,
459,Watika Shankar,9740407346,"67/25
Prasad",Rasra Road,retail,
460,Falan Vora,9677006598,"096, Lanka Ganj",Rasra Road,retail,
461,Vasana Sarraf,9625749126,"H.No. 142
Mitra Ganj",Reoti,contractor,
462,Chandran Nath,9485515372,"H.No. 119, Ravel Ganj",Civil Lines,contractor,
463,Chanakya Char,9702994164,"64/123, Dey Ganj",Reoti,painter,
464,Kritika Kashyap,9576582183,"12/711
Babu Road",Mau Bazar,retail,
465,Chasmum Handa,9336791759,"78/13, Subramanian",Bansdih,contractor,
466,Jagat Wali,9938313402,"337, Gopal Ganj",Reoti,retail,
467,Nitesh Kanda,9221559383,"38/16
Naidu Circle",Bansdih,retail,
468,Oni Subramaniam,9493914829,"H.No. 094
Keer Chowk",Reoti,painter,
469,Patrick Kanda,9556506372,"112
Om",Civil Lines,retail,
470,Odika Pillai,9134607126,"33/896, Loyal Street",Sikta Mohalla,retail,
471,Harinakshi Dhingra,9226042285,"H.No. 10, Sidhu Path",Sikandarpur,retail,
472,Radha Issac,9755263618,"H.No. 208, Mital Road",Rasra Road,painter,
473,Benjamin Mitra,9973521043,,Gai Ghat,contractor,
474,Nikita Balan,9740871060,"54/65
Dhar Road",Kotwali,retail,
475,Theodore Setty,9387057426,"944, Sarraf Road",Sikta Mohalla,retail,
476,Gautami Bhatti,9905407446,"47/02
Muni Zila",Kotwali,retail,
477,Kashvi Sachdev,9236245128,"46/417
Barad Nagar",Rasra Road,painter,
478,Bakhshi Khanna,9989575564,"00/87
Minhas Marg",Dubhar,contractor,
479,Ryan Chadha,9720005941,"98/55, Sethi Marg",Dubhar,retail,
480,Aarush Venkatesh,9780352629,"89/88, Kala Zila",Dubhar,retail,
481,Deepa Palla,9398742558,"97
Gour Ganj",Reoti,retail,
482,Yachana Hayre,9451424185,"36, Babu Marg",Sikta Mohalla,painter,
483,William Solanki,9592256138,"77/84
Prakash Chowk",Sikta Mohalla,contractor,
484,Arya Sabharwal,9527044165,"58, Kumar Street",Civil Lines,contractor,
485,Hiral Pau,9446673808,"H.No. 24
Kuruvilla Circle",Sikandarpur,retail,
486,Harini Gaba,9621127607,"H.No. 800
Merchant Path",Mau Bazar,retail,
487,Chavvi Bawa,9772355141,"70/988
Bath Marg",Sikta Mohalla,retail,
488,Ekalinga Sathe,9269633510,,Dubhar,painter,
489,Turvi Rau,9839369897,"26, Chandran Marg",Kotwali,retail,
490,Oliver Barad,9394226159,"45, Sandal Chowk",Sikta Mohalla,retail,
491,Yashawini Bhasin,9796763109,"570, Dada Road",Kotwali,retail,
492,Warjas Dewan,9910924352,"H.No. 061
Sachdev",Sikta Mohalla,contractor,
493,Gaurang Sheth,9611967311,"39/908, Tella Path",Bansdih,retail,
494,Vidhi Basak,91099717,"86/92
Anne Zila",Dubhar,contractor,
495,Logan Palla,9345829826,"52, Wadhwa Zila",Sikta Mohalla,retail,
496,Ethan Ramakrishnan,9494666352,"035, Shankar Zila",Rasra Road,retail,
497,Chandresh Nagi,9827070406,"H.No. 603, Bora Road",Mau Bazar,contractor,
498,Ranbir Boase,9276218805,"02/37
Bobal Ganj",Rasra Road,contractor,
499,Oni Ray,9761506578,"577
Kara Marg",Sikta Mohalla,painter,
500,Wridesh Wadhwa,9250337960,"H.No. 27, Dutta Marg",Dubhar,painter,
501,Chasmum Chakrabarti,9561052655,"61/59, Bedi Circle",Kotwali,retail,
502,Jai Sahota,9366467312,"H.No. 229
Natt Chowk",Sikandarpur,contractor,
503,Dakshesh Mukherjee,984139304,"H.No. 14
Bir Zila",Civil Lines,retail,
504,Arin Khalsa,9647095694,"39, Dugar Path",Mau Bazar,retail,
505,Yutika Shere,9952312670,"68
Shere Chowk",Sikta Mohalla,contractor,
506,Rehaan Bhatnagar,9785135687,"83/66
Srivastava Ganj",Mau Bazar,retail,
507,Ekani Badal,9439809925,"H.No. 21
Shere Chowk",Sikandarpur,painter,
508,Vrishti Atwal,9686645526,"26
Sodhi Circle",Sikta Mohalla,retail,
509,Laban Borra,9172512,,Mau Bazar,retail,
510,Jyoti Mann,9527322429,"11, Kari Circle",Bansdih,painter,
511,Rohan Mital,9531942087,"16, Bose Chowk",Sikandarpur,retail,
512,Sarthak Kapur,9189761677,"72/744, Sridhar Chowk",Civil Lines,retail,
513,Jeevika Dani,9266834924,"H.No. 52
Basak",Sikta Mohalla,painter,
514,Dominic Minhas,9569747059,"19
Basu Marg",Mau Bazar,retail,
515,Balendra Bedi,9566523205,"69/937
Sant Nagar",Mau Bazar,retail,
516,Yashica Krishnan,9896387342,"72/09
Sunder Road",Mau Bazar,retail,
517,Jeremiah Bhagat,98532294,"803
Muni Circle",Bansdih,contractor,
518,Upadhriti Ranganathan,9983160026,"H.No. 71, Kulkarni Marg",Rasra Road,retail,
519,Madhav Palla,9388583671,"751
Sarkar Ganj",Mau Bazar,contractor,
520,Omaja Badami,9560983746,,Sikandarpur,retail,
521,Chaitaly Singh,9632734398,"H.No. 004
Wable Path",Reoti,contractor,
522,Nitara Sridhar,9279187532,"937, Kota Circle",Sikta Mohalla,painter,
523,Jairaj Yogi,9823831302,"89/277, Lala Nagar",Bansdih,painter,
524,Mohini Merchant,9113194223,"155, Basu",Dubhar,retail,
525,Aarini Majumdar,9292157835,"H.No. 741
Walla Street",Bansdih,painter,
526,Azaan Mani,9866673993,"29, Devi Nagar",Gai Ghat,painter,
527,Chandran Panchal,9873403266,"84
Khatri Ganj",Sikandarpur,retail,
528,Anita Bhasin,9639062353,,Civil Lines,retail,
529,Mugdha Shenoy,9149315449,,Reoti,painter,
530,Chaman Patel,9930568802,"56/88, Singhal Zila",Bansdih,painter,
531,Harsh Rastogi,9496124146,"885, Kala Nagar",Kotwali,retail,
532,Radha Sankar,9360472583,"H.No. 60, Grewal Ganj",Reoti,contractor,
533,Jason Nigam,9933101205,"392, Merchant Chowk",Civil Lines,painter,
534,Manbir Ramakrishnan,954027292,"14/84
Dube Chowk",Mau Bazar,retail,
535,Neel Dutt,9101569849,"H.No. 866
Chauhan Chowk",Kotwali,painter,
536,Hemang Vohra,9355730504,"44/98
Rajan Road",Rasra Road,retail,
537,Aadhya Badal,9199886,"29/330
Chaudhry Chowk",Bansdih,contractor,
538,Arin Sethi,9499960213,"72/549
Mahajan Chowk",Sikandarpur,retail,
539,Jatin Seth,9243359401,"55/543, Samra Nagar",Sikandarpur,retail,
540,Harrison Mallick,9567059305,"47/487
Wagle Street",Kotwali,contractor,
541,Balveer Nayak,9438238241,"H.No. 797, Kashyap Chowk",Gai Ghat,retail,
542,Veda Ravi,9392010397,"41, Arora Road",Rasra Road,retail,
543,Warjas Ghosh,9727825475,"58, Pau Circle",Reoti,contractor,
544,Brijesh Mitra,9536489528,"23/105, Murty Street",Civil Lines,retail,
545,Januja Kale,9597514616,"H.No. 319
Pant Circle",Rasra Road,retail,
546,Darsh Sen,9426648350,"50/182, Shan Road",Mau Bazar,painter,
547,Hamsini Lall,9451965766,"H.No. 99
Dhaliwal Path",Gai Ghat,retail,
548,Shravya Konda,9152560325,"073
Bhargava Marg",Rasra Road,retail,
549,Eta Roy,9534212844,"45
Subramaniam Ganj",Bansdih,retail,
550,Siddharth Sidhu,9596115163,"89
Khurana Chowk",Sikta Mohalla,retail,
551,Vivaan Randhawa,9938549404,"10/042
Dugar Chowk",Dubhar,retail,
552,Manthan Batra,9776776838,"H.No. 37, Subramaniam Ganj",Sikandarpur,retail,
553,Zansi Prasad,9972680546,"47/23
Batta Marg",Civil Lines,retail,
554,Ranveer Dua,9576130756,"H.No. 01
Nagi Street",Gai Ghat,painter,
555,Dominic Biswas,9594989531,"818
Guha Marg",Dubhar,retail,
556,Oscar Parekh,9524126612,"H.No. 683
Sinha Street",Dubhar,painter,
557,Jagat Pant,9330549659,"35/631
Chauhan Street",Reoti,retail,
558,Onveer Chokshi,9137204552,"119
Balay Zila",Kotwali,painter,
559,Indrajit Patla,9691297450,"91/68
Krishna Zila",Dubhar,retail,
560,Rajeshri Cherian,9314166184,"421, Khatri Nagar",Civil Lines,retail,
561,Nilima Koshy,9961321417,,Dubhar,contractor,
562,Jai Palla,9485593692,"89
Deol Circle",Gai Ghat,contractor,
563,Isha Vaidya,9390378111,"62/038
Sanghvi Road",Civil Lines,retail,
564,Robert Dyal,9970471079,,Reoti,retail,
565,Hritik Kala,9923390510,"H.No. 063, Roy Chowk",Rasra Road,retail,
566,Dalbir Hora,9805302800,"H.No. 38, Suri Ganj",Mau Bazar,retail,
567,Tarak Shah,9335591393,"015
Shenoy Chowk",Dubhar,contractor,
568,Rohan Keer,9286521875,"534
Pai Path",Gai Ghat,retail,
569,Zayyan Chahal,9130286569,"53/724, Dani Path",Sikandarpur,painter,
570,Ekalinga Walla,9704633564,"H.No. 18
Krishnan Path",Reoti,contractor,
571,Libni Chaudhuri,9288502642,"H.No. 436
Chowdhury Zila",Civil Lines,retail,
572,Vrishti Kala,9121397518,,Sikandarpur,contractor,
573,Pushti Mangal,9240112087,"67/396, Mittal Nagar",Gai Ghat,retail,
574,Sneha Raman,9258604568,"H.No. 758, Sur Path",Sikta Mohalla,retail,
575,Atharv Vora,9491797490,"29/99
Goswami Road",Dubhar,painter,
576,Zaitra Shah,9461379699,"63/56, Prashad Circle",Rasra Road,contractor,
577,Maanas Divan,9569083854,"539, Ratti Marg",Gai Ghat,contractor,
578,Manbir Kannan,9703418543,"62
Sastry Street",Gai Ghat,retail,
579,Daksh Kaur,9732380409,"H.No. 528, Shere Circle",Kotwali,retail,
580,Oviya Brahmbhatt,988257628,"63/72, Nori Chowk",Dubhar,retail,
581,Anirudh Chaudhuri,9927672827,,Sikandarpur,painter,
582,Manthan Singh,9968449816,"46/557
Narayanan Road",Sikandarpur,retail,
583,Hredhaan Vasa,9632774653,"623
Mitter Marg",Civil Lines,retail,
584,Wazir Chahal,9443080569,"22, Mukhopadhyay Zila",Sikta Mohalla,retail,
585,Isaiah Kari,9819433407,"46/291
Desai Marg",Reoti,painter,
586,Mohini Shere,9325146786,,Kotwali,retail,
587,Odika Pillai,98735382,"H.No. 10, Dave Road",Dubhar,contractor,
588,Oeshi Gaba,9544549689,"85/610, Nagar Zila",Bansdih,painter,
589,Pallavi Tandon,9989924715,"H.No. 47, Choudhry Street",Civil Lines,retail,
590,Timothy Bansal,9179144854,,Mau Bazar,retail,
591,Elijah Jha,9212447665,"225
Wadhwa Road",Dubhar,retail,
592,Xalak Varkey,9180533234,"28, Taneja Circle",Sikta Mohalla,retail,
593,Omkaar Sachdeva,9758896006,"83/808
Yohannan Ganj",Dubhar,retail,
594,Harinakshi Shanker,9277164387,"572
Choudhary Ganj",Mau Bazar,painter,
595,Mohammed Gupta,9320708138,"55/287
Dasgupta",Bansdih,retail,
596,Logan Raj,9883803621,"00/94, Nigam Ganj",Kotwali,contractor,
597,Eesha Mangat,9153295652,"830, Venkataraman Nagar",Reoti,retail,
598,Balhaar Madan,9487437,"H.No. 09
Magar Nagar",Sikandarpur,retail,
599,Nicholas Tata,9204138,"H.No. 48, Natt Zila",Sikta Mohalla,retail,
600,Agastya Bhavsar,9224026766,"H.No. 61, Chadha Chowk",Reoti,retail,
601,Panini Khalsa,9384546308,"63/525
Gera Marg",Rasra Road,painter,
602,Aishani Kibe,9509573649,"H.No. 13
Sabharwal Zila",Kotwali,retail,
603,Warhi Rattan,9382824466,"44/03, Acharya Road",Mau Bazar,retail,
604,Dev Sawhney,9847829989,"727, Varkey Street",Gai Ghat,retail,
605,Panini Chaudry,9544514776,"H.No. 45
Patla Street",Bansdih,painter,
606,Ishani Zachariah,9515652006,"829
Parmer Road",Bansdih,retail,
607,Janani Halder,9609838807,"H.No. 343
Basu Ganj",Kotwali,contractor,
608,Avi Goel,986697990,"H.No. 382
Mitra Marg",Sikandarpur,retail,
609,Aarush Prakash,9766013190,"H.No. 35
Sood Road",Reoti,contractor,
610,Victor Arora,9279491823,"86/20, Dyal Path",Rasra Road,retail,
611,Jalsa Ramaswamy,9184147554,"H.No. 865
Lala Marg",Rasra Road,retail,
612,Diya Chaudry,9376903372,"98/089
Bahri Chowk",Sikta Mohalla,painter,
613,Ekaja Chander,9526656677,"H.No. 73
Rao Chowk",Bansdih,retail,
614,Devansh Saran,9113275526,"H.No. 82
Pandit Ganj",Bansdih,retail,
615,Qadim Bir,9220816186,"06
Chand Marg",Sikandarpur,contractor,
616,Manan Venkatesh,9207593219,"39/461
Thakkar",Sikta Mohalla,contractor,
617,Zashil Pillai,9675132064,"041
Shenoy Road",Kotwali,contractor,
618,Chaitaly Agrawal,9621392697,"754, Chandran",Rasra Road,retail,
619,Yatin Bhandari,9254460628,"H.No. 81
Sama",Dubhar,retail,
620,Sanaya Ganguly,9455939049,,Reoti,retail,
621,Aahana Desai,94999051,"51, Thaman Nagar",Reoti,painter,
622,Warda Mammen,9835354265,"H.No. 898
Dugar Street",Rasra Road,painter,
623,Wridesh Rai,9898567178,"86/645, Suri Chowk",Kotwali,retail,
624,Warhi Rai,9749591392,"H.No. 042
Mannan Street",Civil Lines,contractor,
625,Tanish Borra,9537195843,"540, Chandran Zila",Gai Ghat,painter,
626,Yatan Kamdar,9653266624,,Bansdih,painter,
627,Gopal Banerjee,9662948033,,Civil Lines,retail,
628,Mohini Bandi,9315528733,"22/57, Wable Road",Reoti,painter,
629,Abhiram Datta,9486949792,"362
Tara Path",Reoti,retail,
630,Darsh Chaudhari,9782266083,"58/259, Sagar Street",Civil Lines,retail,
631,Harrison Mohanty,9737849448,"19/48
Garg Nagar",Reoti,retail,
632,Xiti Nigam,9475551835,"34/04, Sankaran Nagar",Kotwali,contractor,
633,Saumya Kota,9839647637,,Mau Bazar,contractor,
634,Wishi Ahluwalia,9714457408,"H.No. 56
Khare Zila",Civil Lines,retail,
635,Gauri Comar,9827669728,"444, Subramaniam Marg",Bansdih,contractor,
636,Chakrika Dayal,9937844678,"118, Mody Zila",Reoti,retail,
637,Jagdish Kant,9795109916,"64/434, Bahri Street",Civil Lines,painter,
638,Naksh Seth,9964454042,"896, Peri Nagar",Kotwali,retail,
639,Mugdha Chaudhari,9504237434,"88/95
Batra Zila",Civil Lines,retail,
640,Utkarsh Natarajan,9827133833,"06, Agarwal Zila",Sikandarpur,retail,
641,Chameli Bedi,9649233665,"94/30
Kumar Zila",Gai Ghat,retail,
642,Ishaan Bhasin,9737558411,"03/61, Krish Path",Sikta Mohalla,contractor,
643,Kritika Lad,9461081823,"64
Bail Circle",Kotwali,retail,
644,Daksha Malhotra,9863531123,"H.No. 057
Loke Nagar",Civil Lines,retail,
645,Ati Borah,9921921869,,Sikandarpur,retail,
646,Rachana Mani,9443152572,"95/161, Natarajan Nagar",Reoti,retail,
647,Om Kapur,9378556835,"115, Oza Marg",Mau Bazar,painter,
648,Chatresh Goswami,9714225883,"34
Luthra Nagar",Civil Lines,contractor,
649,Vasudha Khosla,9785383997,"89/219, Mallick Path",Gai Ghat,contractor,
650,Nicholas Sabharwal,9282521788,"723, Dave Chowk",Rasra Road,retail,
651,Charvi Contractor,9237378973,"H.No. 66, Oak Path",Bansdih,retail,
652,Dalbir Pall,9296568144,"82/338, Nagi Marg",Sikta Mohalla,contractor,
653,Chakrika Upadhyay,9339796534,"23/16
Sandal Circle",Gai Ghat,retail,
654,Tejas Narayanan,9728751749,"H.No. 24, Madan Circle",Reoti,retail,
655,Unnati Bava,9781178315,"97
Kar Nagar",Sikta Mohalla,retail,
656,Sachi Ganesan,9308889819,"448
Pandit Marg",Dubhar,retail,
657,Mahika Menon,9543570539,"H.No. 24
Sahota Road",Rasra Road,retail,
658,Warinder Dewan,9467938988,"H.No. 41, Sachar Circle",Reoti,painter,
659,Aryan Atwal,9868443155,"734, Padmanabhan Zila",Gai Ghat,retail,
660,Ekta Atwal,9289863614,,Reoti,contractor,
661,Garima Mital,9917325063,"08
Kuruvilla Ganj",Rasra Road,retail,
662,Anvi Goyal,9919876144,"H.No. 938
Narula",Dubhar,retail,
663,Samar Hari,9533140455,"65/538
Mittal Street",Mau Bazar,contractor,
664,Anthony Mandal,9314119421,"H.No. 111, Krishnamurthy Nagar",Gai Ghat,retail,
665,Aahana Sarma,9670193187,"663
Brahmbhatt Nagar",Civil Lines,contractor,
666,Megha Ram,9469742752,"H.No. 345
Rama Road",Bansdih,retail,
667,Jeremiah Reddy,9279336562,,Kotwali,contractor,
668,Fariq Bhatia,9658655427,"H.No. 935, Kari Street",Rasra Road,retail,
669,Liam Tara,9626325353,"31/866, Thakur Chowk",Dubhar,retail,
670,Nathaniel Nagy,9340863230,"H.No. 864
Keer Marg",Mau Bazar,retail,
671,Rohan Chandran,9281445989,"53/83, Vora Street",Mau Bazar,contractor,
672,Oliver Roy,9374651533,"49, Sura Road",Sikandarpur,painter,
673,Bhavini Roy,9810784787,"H.No. 03
Rege",Mau Bazar,painter,
674,Pallavi Chakrabarti,9547509357,"49/650
Sathe Chowk",Kotwali,contractor,
675,Udant Chauhan,9264418972,"H.No. 83
Deo",Mau Bazar,retail,
676,Aishani Lalla,9810456933,"32/151
Kala Street",Sikandarpur,retail,
677,Victor Garg,9247278210,"H.No. 27, Chopra Marg",Bansdih,contractor,
678,Anamika Chandran,9226416530,"97
Lanka Road",Reoti,contractor,
679,Samar Zacharia,9314479266,"55/04, Pillay Ganj",Civil Lines,retail,
680,Ekantika Handa,9539972403,,Reoti,retail,
681,Oscar Purohit,9838953322,"H.No. 718, Chopra Nagar",Mau Bazar,painter,
682,Mugdha Bath,9195566069,"80
Dewan",Reoti,retail,
683,Yashawini Saha,9196725534,,Sikta Mohalla,retail,
684,Widisha Sidhu,9791851361,"84/44
Chana Circle",Kotwali,painter,
685,Ishwar Narasimhan,9153773200,"H.No. 057, Bhakta Ganj",Mau Bazar,retail,
686,Alexander Bhatt,9486777550,"646
Murthy Path",Sikta Mohalla,painter,
687,Januja Subramaniam,9914115345,,Rasra Road,retail,
688,Neel Wable,9283086166,"57, Bora Marg",Sikandarpur,contractor,
689,Harish Ganguly,9887125715,"H.No. 82, Koshy Path",Rasra Road,retail,
690,Anmol Nayak,9529765405,"H.No. 45
Pai Path",Dubhar,retail,
691,Bhavika Mammen,9613511668,"73/738
Tara Street",Rasra Road,contractor,
692,Anthony Acharya,9847506709,"88, Kaul Ganj",Rasra Road,retail,
693,Yamini Chowdhury,9734313309,"H.No. 434, Buch Chowk",Reoti,retail,
694,Inaya Dey,9507754288,"44, Chatterjee Circle",Rasra Road,retail,
695,Karan Seth,9624117847,"H.No. 226, Tailor Marg",Mau Bazar,retail,
696,Inaya Upadhyay,943741042,"64
Aggarwal",Sikandarpur,retail,
697,Devika Vasa,9340501969,"H.No. 423
Bora Path",Gai Ghat,contractor,
698,Faqid Panchal,9838993835,"10/90, Chowdhury Circle",Civil Lines,retail,
699,Xiti Parikh,9812653878,"10/74, Bhatia",Bansdih,retail,
700,Ayush Merchant,9758111412,"21, Mistry Chowk",Rasra Road,painter,
701,Chavvi Bose,9603895158,"H.No. 571, Kant Nagar",Sikta Mohalla,retail,
702,Elijah Ray,9444277942,"H.No. 50, Mittal Chowk",Mau Bazar,contractor,
703,Vritti Vaidya,9691090113,"34, Goda Street",Civil Lines,retail,
704,Nirja Kakar,9576944168,"08/70, Oak Zila",Reoti,retail,
705,Yash Padmanabhan,9227460504,"782, Boase Circle",Mau Bazar,retail,
706,Tamanna Warrior,954274515,,Sikta Mohalla,retail,
707,Peter Bassi,9764717221,"61
Pau Path",Bansdih,contractor,
