customer_id,name,phone,address,area,customer_type,first_purchase_date,is_valid_phone,clv,purchase_frequency,recency,avg_basket_size,customer_segment,repeat_customer_flag
187,Udant Natt,9718216692,"735
Kar Road",Dubhar,painter,2023-07-20,1,16123.19,5.0,32,14731.9189,Loyal Customers,1
188,Madhav Sane,95349001,"26
Rau Nagar",Sikandarpur,retail,2023-06-21,0,5399.57,8.0,42,5504.98075,Loyal Customers,1
189,Hemangini Khalsa,9840463141,"H.No. 53, Merchant Ganj",Sikta Mohalla,retail,2023-10-14,1,14226.06,5.0,707,6398.022199999999,Promising,1
190,Lila Kumar,9732295732,Not Provided,Kotwali,retail,2023-11-19,1,481.61,3.0,57,3854.302933333334,Need Attention,1
191,Akshay Bandi,9337911187,"925, Shetty Marg",Bansdih,contractor,2023-09-26,1,29481.95,11.0,250,12116.91359,Loyal Customers,1
192,Faqid Sibal,9669732591,"H.No. 24, Yadav Circle",Gai Ghat,contractor,2023-11-01,1,9383.8,8.0,223,6235.6154375,Promising,1
193,Hemang Kumer,9979339361,"74/818
Chakraborty Zila",Sikta Mohalla,retail,2023-05-06,1,8096.01,8.0,61,8652.2681125,Loyal Customers,1
194,Fitan Ghosh,9311818984,"507
Jani Path",Sikta Mohalla,retail,2023-10-02,1,1440.74,3.0,565,2904.5947333333334,Lost,1
195,Harrison Boase,9929839316,"H.No. 87, Hegde Chowk",Sikandarpur,retail,2024-05-05,1,20063.760000000002,5.0,14,11364.2725,Loyal Customers,1
196,George Mukherjee,9582008349,"77/57
Ghosh Marg",Sikandarpur,contractor,2023-11-11,1,11407.15,8.0,119,9304.80535,Loyal Customers,1
197,Ayushman Kadakia,9773469560,"96/290, Kota Circle",Reoti,retail,2023-10-28,1,31154.739999999998,7.0,109,6674.290080000001,Loyal Customers,1
198,Ladli Sandal,9425150964,"H.No. 93
Dube",Gai Ghat,retail,2023-10-13,1,2325.96,10.0,260,7706.25668,Loyal Customers,1
199,Hritik Kata,9433297890,Not Provided,Gai Ghat,retail,2023-10-18,1,15797.2,9.0,198,13868.70381111111,Loyal Customers,1
200,Yachana Khanna,9182389284,"31
Raman Circle",Sikta Mohalla,painter,2023-10-08,1,9091.29,5.0,283,12239.78374,Need Attention,1
201,Hemal Karan,9723123952,"H.No. 69
Soni",Mau Bazar,retail,2023-04-11,1,3287.5,9.0,228,3792.743222222222,Promising,1
202,Rayaan Mander,9969533218,"H.No. 650
Vora Ganj",Sikandarpur,retail,2024-04-01,1,14246.81,9.0,39,9210.368177777777,Champions,1
203,Hemangini Kala,9261985842,"13
Sankaran Ganj",Gai Ghat,retail,2024-01-12,1,7364.25,10.0,32,7216.43974,Champions,1
204,Gauri Dhingra,9190547712,"H.No. 205
Chand Marg",Civil Lines,painter,2023-08-13,1,7955.41,7.0,248,7012.978685714285,Need Attention,1
205,Faris Ramakrishnan,9571825556,"H.No. 92, Deol Chowk",Gai Ghat,contractor,2023-09-04,1,14450.05,10.0,73,7655.7791,Champions,1
206,Jasmit Vaidya,9403754671,"467
Goel",Sikandarpur,retail,2023-05-08,1,4089.95,4.0,227,6854.5825,Lost,1
207,Krishna Vohra,9777409303,Not Provided,Sikta Mohalla,retail,2024-01-21,1,20199.19,7.0,128,12132.500566666668,Loyal Customers,1
208,Qasim Char,9515070154,"11, Bassi Chowk",Sikandarpur,contractor,2023-10-18,1,17965.58,9.0,23,4521.8410625,Champions,1
209,Vedant Buch,9457944766,"36/512, Raval Street",Gai Ghat,painter,2023-04-22,1,22305.96,12.0,87,10487.951366666666,Champions,1
210,Watika Wagle,9804433388,"18/706
Thakkar Nagar",Sikandarpur,retail,2023-04-18,1,11883.47,9.0,66,7932.2919999999995,Loyal Customers,1
211,Ayushman Sharma,9190966348,"15/301
Guha",Gai Ghat,contractor,2024-10-28,1,10990.56,6.0,40,11533.660566666667,Loyal Customers,1
212,Amara Buch,9819532005,"45/211
Bhandari Marg",Bansdih,painter,2023-04-16,1,13641.04,8.0,366,10039.8678375,Promising,1
213,Dipta Cherian,9819896690,"33, Pandya Road",Gai Ghat,retail,2023-04-21,1,17244.78,6.0,120,5469.1511,Loyal Customers,1
214,Garima Goswami,9329987621,"560, Kadakia Circle",Civil Lines,retail,2023-11-13,1,7566.679999999999,7.0,196,10336.302542857144,Promising,1
215,Veer Kuruvilla,9247709679,"H.No. 26
Misra Path",Sikta Mohalla,retail,2024-03-06,1,3066.54,5.0,288,6060.61328,Lost,1
216,Fitan Bansal,9679574436,"42/33
Saran Street",Mau Bazar,retail,2023-08-08,1,6351.58,5.0,452,9024.274000000001,Lost,1
217,Yachana Goda,9922816526,"077, Krish Circle",Rasra Road,contractor,2023-04-25,1,12003.960000000001,8.0,60,10248.925475,Loyal Customers,1
218,Girik Boase,9992649957,"H.No. 260, Dixit Street",Rasra Road,retail,2023-10-27,1,572.9200000000001,7.0,476,8448.333971428572,Need Attention,1
219,Ishanvi Peri,9146914391,"755
Thaman",Civil Lines,contractor,2023-04-26,1,9420.45,9.0,52,9592.841322222223,Champions,1
220,Fiyaz Sarkar,9755621841,"57
Buch Path",Reoti,painter,2023-04-30,1,8608.1,4.0,115,11282.76965,Need Attention,1
221,Jonathan Choudhury,9356805216,"16/52, Puri Circle",Reoti,retail,2023-04-04,1,7977.55,8.0,441,7197.1182125000005,Promising,1
222,Max Mallick,9308323285,"24
Thakur Ganj",Reoti,painter,2023-05-19,1,10274.92,8.0,201,7618.6245,Promising,1
223,Odika Wable,9402550088,"288, Sundaram Chowk",Dubhar,retail,2023-04-29,1,10056.9,10.0,405,7664.24964,Loyal Customers,1
224,Tripti Goswami,9977130288,"H.No. 525, Raval Nagar",Kotwali,painter,2023-08-25,1,2257.27,4.0,81,7770.09915,Need Attention,1
225,Ekantika Borah,9616030284,"061
Agrawal Zila",Sikta Mohalla,retail,2024-10-10,1,1496.67,4.0,79,8241.3107,Need Attention,1
226,Hamsini Brahmbhatt,9653953485,"H.No. 343, Kannan Nagar",Rasra Road,contractor,2024-05-07,1,7701.55,5.0,575,10850.21628,Need Attention,1
227,Hemang Goel,9651208305,"97, Krishnamurthy Road",Civil Lines,retail,2023-04-23,1,4358.96,3.0,455,10676.531166666666,Lost,1
228,Lucky Deo,9475364113,"65/140
Hora Road",Dubhar,painter,2023-05-01,1,16940.03,15.0,85,7364.934333333334,Champions,1
229,Vrishti Tripathi,9514642708,"H.No. 85, Dhawan Zila",Mau Bazar,retail,2023-10-06,1,13050.85,11.0,169,8744.8729,Loyal Customers,1
230,Chandran Choudhary,9206389694,"51
Mahal Marg",Rasra Road,retail,2023-05-29,1,6837.83,9.0,57,5759.214533333334,Loyal Customers,1
231,Vrinda Savant,9408034406,"33/463
Memon Marg",Rasra Road,retail,2024-05-30,1,832.37,3.0,542,3225.686666666667,Lost,1
232,Baljiwan Bora,9603703167,Not Provided,Sikta Mohalla,contractor,2023-11-21,1,2539.85,4.0,419,4398.251125,Lost,1
233,Udyati Dada,9331557515,"29
Nagar",Sikandarpur,retail,2023-09-10,1,8440.73,8.0,125,6289.74225,Promising,1
234,Ishita Jani,9219385981,"55/32
Sarin Ganj",Sikta Mohalla,retail,2023-06-16,1,14074.06,8.0,31,8460.814975,Loyal Customers,1
235,Jeevika Patla,9550784243,"58
Choudhury Road",Sikta Mohalla,retail,2023-12-24,1,1565.63,5.0,105,3316.3155400000005,Need Attention,1
236,Caleb Sethi,9636687537,Not Provided,Bansdih,retail,2023-09-23,1,7075.64,6.0,417,8494.955249999999,Need Attention,1
237,Vansha Pai,9871531100,"80/51
Ravi Nagar",Sikandarpur,contractor,2023-09-01,1,9117.96,10.0,195,8657.10851,Loyal Customers,1
238,Xavier Rajagopal,9712745501,"80/205, Nath Ganj",Sikta Mohalla,retail,2023-05-25,1,19947.21,15.0,128,7130.893973333334,Champions,1
239,Reyansh Sehgal,9487195336,"H.No. 44
Sarna Circle",Bansdih,retail,2023-04-04,1,6590.4,8.0,116,8851.545175,Loyal Customers,1
240,Shaurya Morar,9645055605,"33/894
Banik Zila",Reoti,contractor,2023-12-19,1,1046.87,5.0,83,3742.5731,Need Attention,1
241,Dhruv Gole,9515410649,"48/545, Behl Path",Mau Bazar,retail,2023-04-24,1,7864.78,6.0,378,8276.63325,Need Attention,1
242,Wakeeta Pillai,9172541521,"H.No. 92, Upadhyay Circle",Sikta Mohalla,retail,2024-02-16,1,14770.21,9.0,86,8447.633055555554,Loyal Customers,1
243,Ekta Pandya,9889401015,"74/075
Walla Ganj",Gai Ghat,contractor,2023-05-15,1,19157.03,5.0,109,7997.4,Loyal Customers,1
244,Theodore Barad,9973498494,"65/40, Borde Zila",Reoti,retail,2024-05-21,1,8163.82,7.0,53,10732.244585714287,Loyal Customers,1
245,Triveni Anand,9613818935,"H.No. 33, Vasa Path",Sikta Mohalla,painter,2023-04-06,1,9456.869999999999,8.0,135,7086.715775,Loyal Customers,1
246,Matthew Loyal,9591429,Not Provided,Civil Lines,contractor,2023-11-19,0,20320.42,7.0,34,8229.034166666666,Champions,1
247,Chandran Lata,9438868427,"25
Sarna",Bansdih,painter,2023-08-09,1,13221.77,9.0,217,8401.111111111111,Loyal Customers,1
248,Avni Konda,9139321248,"H.No. 80
Gopal Nagar",Gai Ghat,retail,2023-05-08,1,2612.6800000000003,3.0,508,5754.996666666666,Lost,1
249,Ikbal Balakrishnan,9151329185,"16/962
Khurana Ganj",Sikta Mohalla,painter,2023-07-26,1,22057.54,10.0,57,11441.86845,Champions,1
250,Dakshesh Nath,9569172971,"85/165
Nigam Path",Dubhar,contractor,2023-05-21,1,15242.76,5.0,13,16731.874000000003,Loyal Customers,1
251,Jack Thakur,9300593456,"46/75, Doctor Ganj",Bansdih,retail,2023-12-21,1,3680.2799999999997,8.0,98,8754.717375,Loyal Customers,1
252,Darpan Rama,9188703430,Not Provided,Sikandarpur,retail,2023-05-03,1,1251.32,4.0,110,2710.5125000000003,Need Attention,1
253,Falak Goswami,9293763673,"49/98, Seth Path",Sikta Mohalla,painter,2023-07-18,1,7288.94,8.0,464,9955.032075,Promising,1
254,Sara Deshmukh,9417440983,"74/209
Reddy Road",Dubhar,retail,2023-04-07,1,9176.27,11.0,177,6815.684290909091,Loyal Customers,1
255,Damyanti Mangat,9576642996,Not Provided,Gai Ghat,retail,2023-04-06,1,21569.42,9.0,18,5850.4274625,Champions,1
256,Saumya Ramaswamy,9567013808,"13/46, Barad Zila",Mau Bazar,contractor,2023-11-15,1,9690.41,5.0,45,11015.49776,Promising,1
257,Sarthak Solanki,9536164913,"H.No. 343, Bala Road",Rasra Road,contractor,2023-08-01,1,2134.99,4.0,2,2258.723875,Promising,1
258,Jhalak Guha,9253308283,"H.No. 383
Bahri Nagar",Reoti,painter,2023-05-13,1,6799.26,10.0,169,5882.0379,Loyal Customers,1
259,Ekapad Doctor,9172191273,"04
Sinha Nagar",Gai Ghat,retail,2025-09-22,1,1836.94,2.0,11,7528.094,Promising,1
260,Vrinda Nadkarni,9709074,"H.No. 783, Sridhar Ganj",Gai Ghat,retail,2023-04-07,0,7293.25,5.0,96,10681.04608,Promising,1
261,Joshua Pandey,9919355714,"49/410
Lalla Road",Gai Ghat,retail,2023-05-22,1,15144.34,12.0,195,6150.060466666667,Loyal Customers,1
262,Yutika Sura,9797460535,"81, Swaminathan Circle",Mau Bazar,retail,2023-05-01,1,10310.26,10.0,49,8233.94057,Champions,1
263,Ekavir Deo,9635844374,"H.No. 175, Khare Street",Sikta Mohalla,contractor,2023-10-17,1,12645.07,6.0,177,4100.366239999999,Loyal Customers,1
264,Xavier Mane,9379484009,"98
Tailor Marg",Sikandarpur,retail,2024-10-06,1,8799.56,3.0,116,14167.236333333334,Need Attention,1
265,Jatin Verma,9627422192,"80/666, Patla Circle",Sikta Mohalla,retail,2023-10-15,1,6449.2699999999995,7.0,402,4087.3957142857143,Lost,1
266,Isaac Kala,9865975088,"589, Golla",Gai Ghat,retail,2023-04-15,1,1740.17,5.0,465,4058.0152000000003,Lost,1
267,Nitesh Majumdar,9861863296,"H.No. 813, Agarwal",Kotwali,contractor,2023-04-14,1,10657.9,12.0,24,7752.868933333332,Champions,1
268,Chandran Guha,9864299201,"78/779
Viswanathan Street",Rasra Road,painter,2023-07-17,1,604.0799999999999,2.0,434,9183.718499999999,Lost,1
269,Bhavika Basu,9646272321,"H.No. 69, Gaba Road",Rasra Road,contractor,2023-07-28,1,7254.52,5.0,290,9928.54844,Lost,1
270,Girish More,963045201,"66
Naik Road",Reoti,retail,2023-07-07,0,25099.28,10.0,100,14457.57458,Champions,1
271,Anay Sachdeva,9192573170,"449
Morar Marg",Reoti,contractor,2023-10-12,1,12520.43,12.0,75,8272.247316666666,Champions,1
272,Anya Shankar,9925884151,"40, Gera Ganj",Rasra Road,retail,2023-12-13,1,8212.13,5.0,249,9964.503659999998,Lost,1
273,Udarsh Gandhi,9789705810,"69/12, Mander Nagar",Bansdih,painter,2023-09-05,1,670.95,5.0,418,2186.1181399999996,Lost,1
274,Arya Pathak,9990189659,"41/163, Ganesh Road",Rasra Road,retail,2024-01-03,1,6743.91,6.0,180,8777.724166666667,Promising,1
275,Ansh Banerjee,9238548086,"679, Walla Zila",Mau Bazar,contractor,2023-12-18,1,8667.97,6.0,18,8695.315766666667,Loyal Customers,1
276,Chanchal Ramakrishnan,9656307931,"85/898, Menon Road",Gai Ghat,painter,2023-04-15,1,19632.63,9.0,71,6787.19425,Champions,1
277,Varenya Chaudhry,9342096876,"80, Balakrishnan Chowk",Kotwali,painter,2023-04-14,1,8887.88,11.0,256,7955.020799999999,Loyal Customers,1
278,Janani Chowdhury,9369085407,"815
Yadav Path",Kotwali,painter,2023-11-16,1,4352.8,7.0,52,5498.084571428571,Promising,1
279,Mitesh Lanka,9425155441,"43/60, Vig Road",Rasra Road,retail,2023-06-09,1,5106.280000000001,6.0,221,4905.4559,Need Attention,1
280,Pratyush Kamdar,9723464439,"36/315, Barman Path",Sikandarpur,contractor,2023-10-04,1,1605.19,6.0,37,2526.933,Promising,1
281,Pallavi More,9705180,"83/084, Sharaf Ganj",Sikandarpur,retail,2024-03-26,0,2005.76,4.0,309,4087.972875,Lost,1
282,Neelima Narang,9326353775,"755
Murthy Ganj",Mau Bazar,retail,2024-03-14,1,1716.25,7.0,11,2556.6958857142854,Promising,1
283,Nihal Bava,9773412230,"61
Bhatia Zila",Kotwali,retail,2023-04-08,1,39550.479999999996,8.0,233,12697.344066666667,Loyal Customers,1
284,Vritti Doshi,9964027324,"64, Chander Ganj",Reoti,retail,2023-04-14,1,3505.29,4.0,637,6036.15,Lost,1
285,Barkha Batra,9164331134,"37/52
Buch Marg",Reoti,retail,2023-05-14,1,28427.2,6.0,50,18474.10608,Loyal Customers,1
286,Rehaan Bobal,9751396498,"460
Jain Street",Gai Ghat,retail,2023-06-13,1,6889.0,5.0,73,9537.4943,Promising,1
287,Dhruv Sunder,9240409084,"H.No. 56, Dave Ganj",Sikta Mohalla,painter,2023-04-13,1,7948.110000000001,9.0,42,7836.265755555555,Champions,1
288,Dhruv Chauhan,9600871106,"536
Mital Ganj",Rasra Road,retail,2023-05-11,1,3380.33,6.0,366,4058.6978,Lost,1
289,Tara Din,9411612760,"19/12, Biswas Nagar",Dubhar,retail,2023-08-27,1,19388.03,13.0,68,10408.350553846154,Champions,1
290,Panini Lata,9271476207,"25/500, Narula Chowk",Gai Ghat,retail,2023-04-29,1,10236.83,13.0,58,6936.710315384616,Champions,1
291,Wahab Singhal,9271092615,"H.No. 95, Purohit Path",Reoti,retail,2023-06-08,1,6958.08,8.0,236,6040.493875,Promising,1
292,Meera Bera,96340472,"H.No. 36
Mittal Road",Civil Lines,painter,2023-04-01,0,6982.54,9.0,63,6333.071822222223,Loyal Customers,1
293,Reva Mohanty,94789182,"489
Vohra",Reoti,retail,2023-09-04,0,17629.32,10.0,46,6027.1230000000005,Champions,1
294,Jagvi Vaidya,9108780419,"H.No. 419, Bains",Kotwali,retail,2023-06-20,1,8925.99,10.0,102,4895.6427,Loyal Customers,1
295,Shivansh Zacharia,9920184955,Not Provided,Mau Bazar,contractor,2023-04-15,1,13065.34,8.0,119,8373.0436875,Loyal Customers,1
296,Gaurav Prabhu,9309009538,"H.No. 541, Lata",Dubhar,contractor,2023-04-25,1,12880.369999999999,9.0,90,7392.613177777777,Loyal Customers,1
297,Krish Dara,9920772671,"H.No. 772
Chaudhari Chowk",Sikandarpur,retail,2023-04-09,1,4079.38,6.0,509,3607.2225833333337,Lost,1
298,Vincent Guha,9227572362,"62/15
Shroff Marg",Gai Ghat,contractor,2023-11-09,1,2638.72,5.0,248,8987.94568,Need Attention,1
299,Hemani Lalla,9464090064,"H.No. 58
Jain",Rasra Road,contractor,2023-07-04,1,11458.630000000001,7.0,240,9390.940314285715,Promising,1
300,Janaki Seth,9646666136,Not Provided,Mau Bazar,retail,2023-10-08,1,5997.33,2.0,887,13489.230000000001,Lost,1
301,Anthony Sahota,9457599735,"08, Boase Nagar",Rasra Road,retail,2023-05-19,1,14948.0,6.0,44,12879.560266666667,Loyal Customers,1
302,Bina Mital,9653520069,"H.No. 288
Shukla Nagar",Gai Ghat,contractor,2023-06-20,1,13396.4,8.0,115,9026.29305,Loyal Customers,1
303,Caleb Arya,9761962359,"72/83
Ben Path",Gai Ghat,retail,2024-04-09,1,16639.6,9.0,25,11740.180755555555,Champions,1
304,Nirja Nayak,9647301347,"57/482, Sharma Chowk",Kotwali,retail,2023-11-02,1,11815.56,7.0,208,7793.966266666667,Loyal Customers,1
305,Divya Raja,9117863798,"31/594, Pillay Marg",Dubhar,retail,2023-10-18,1,10611.560000000001,10.0,32,10732.85204,Champions,1
306,Nidhi Mukherjee,9955508961,"413
Kanda Path",Mau Bazar,contractor,2023-04-02,1,17980.77,8.0,164,14070.375375,Loyal Customers,1
307,Ayushman Kapur,9385111130,"63/00
Tank Street",Sikandarpur,contractor,2023-08-21,1,3282.52,2.0,259,15818.2636,Lost,1
308,Tanay Goswami,9874597473,"41/17
Bedi Ganj",Bansdih,contractor,2023-04-29,1,6513.07,5.0,514,10530.499899999999,Need Attention,1
309,Ekaraj Contractor,9765436255,"357, Agrawal Ganj",Civil Lines,contractor,2023-12-26,1,9278.04,6.0,142,9575.286533333334,Promising,1
310,Qasim Kohli,9852178601,Not Provided,Gai Ghat,contractor,2023-04-01,1,21695.91,8.0,315,10906.845457142857,Loyal Customers,1
311,Yashodhara Wable,9543412542,"570, Bir Ganj",Sikandarpur,retail,2023-04-23,1,9012.1,8.0,6,9741.341875,Champions,1
312,Forum Acharya,9890099255,"81/74
Bhardwaj Ganj",Bansdih,painter,2023-05-04,1,10702.6,11.0,18,8193.087136363636,Champions,1
313,Charvi Goyal,9449019278,"71/15, Kurian Path",Dubhar,retail,2023-04-25,1,14675.69,11.0,50,9591.611636363637,Champions,1
314,Urvi Kaul,9285953213,"H.No. 05
Sami Road",Bansdih,retail,2024-01-30,1,4298.75,6.0,114,7056.199866666667,Promising,1
315,Lila Wali,9928917719,"13/829, Som Ganj",Kotwali,retail,2023-10-10,1,18807.47,5.0,41,7799.91,Loyal Customers,1
316,Inaya Chander,9306442077,"04/84, Vohra Marg",Kotwali,contractor,2023-04-17,1,7488.01,7.0,93,8171.0560857142855,Promising,1
317,Qasim Peri,9419561201,"49/69
Hayre Zila",Reoti,retail,2023-09-08,1,2170.62,7.0,215,3203.9758285714283,Need Attention,1
318,Wahab Verma,9474524558,"50/37
Devi",Kotwali,retail,2023-05-08,1,14744.52,8.0,27,11239.4068375,Champions,1
319,Warhi Jayaraman,9715766024,"H.No. 942
Parikh",Dubhar,retail,2023-10-10,1,23493.93,6.0,237,11840.608559999999,Loyal Customers,1
320,Siya Wason,9930071496,"974, Natt Chowk",Kotwali,painter,2025-02-22,1,938.24,3.0,64,4001.9386666666664,Need Attention,1
321,Anjali Walla,9184857208,"573, Venkataraman Nagar",Kotwali,painter,2023-04-08,1,7338.540000000001,6.0,99,10298.214566666667,Promising,1
322,Patrick Dass,9329766590,"466, Sandhu Ganj",Bansdih,contractor,2023-04-13,1,13022.22,12.0,26,5700.574666666666,Champions,1
323,Ronith Bhat,9761078179,"H.No. 884, Bhat Street",Mau Bazar,retail,2023-09-10,1,17874.5,5.0,118,6324.3101,Loyal Customers,1
324,Advaith Sandal,9670201461,"14/36
Shanker Street",Sikta Mohalla,contractor,2024-11-03,1,1015.64,4.0,228,2587.4517,Lost,1
325,Sara Kohli,9870257350,"49, Singh Chowk",Rasra Road,retail,2023-04-29,1,11435.95,11.0,26,6121.115545454546,Champions,1
326,Pooja Sengupta,9690936560,"884
Jha Path",Reoti,retail,2023-05-08,1,9062.91,8.0,105,5400.74,Promising,1
327,Lajita Contractor,9314164216,"H.No. 350
Dhar Circle",Kotwali,retail,2023-04-26,1,10413.96,7.0,44,7858.78,Loyal Customers,1
328,Brijesh Bhattacharyya,9925412179,"18
Puri Chowk",Bansdih,contractor,2023-05-19,1,33155.85,10.0,34,12416.195333333333,Champions,1
329,Gaurika Puri,9140048684,"62/140, Mutti Zila",Rasra Road,contractor,2024-02-02,1,8471.380000000001,8.0,170,5746.00215,Promising,1
330,Matthew Salvi,9139019611,"H.No. 576
Ramakrishnan Zila",Reoti,painter,2023-04-18,1,15782.46,7.0,188,11708.69612857143,Promising,1
331,Nidra Nagar,9904236062,"424, Garde Zila",Mau Bazar,retail,2023-04-17,1,9329.18,8.0,81,7313.0512125000005,Loyal Customers,1
332,Aditya Saini,9709844411,"H.No. 64, Dugar Street",Gai Ghat,retail,2023-09-15,1,10693.52,11.0,53,5899.184009090909,Champions,1
333,Nilima Pathak,9788603957,"67, Gour",Rasra Road,retail,2023-04-23,1,17372.52,5.0,44,18318.3821,Loyal Customers,1
334,Timothy Dash,9602533479,"H.No. 756, Ram Marg",Gai Ghat,painter,2023-05-25,1,13097.44,9.0,83,8483.549200000001,Loyal Customers,1
335,Alexander Divan,9592755658,"H.No. 043, Raj",Mau Bazar,retail,2023-05-05,1,7736.56,6.0,269,7604.779083333334,Need Attention,1
336,Aarnav Karpe,9949080318,"791
Swamy Circle",Civil Lines,contractor,2023-07-03,1,8248.74,5.0,253,15455.05938,Need Attention,1
337,Anay Ramachandran,9785826598,"H.No. 13, Deshpande Path",Bansdih,retail,2025-02-09,1,7607.34,5.0,12,9361.975,Promising,1
338,Daksha Walla,9530391423,"87/169
Varkey",Rasra Road,retail,2023-11-19,1,1759.5,4.0,9,7352.54025,Promising,1
339,Upadhriti Bhattacharyya,93663385,"28/59
Desai Nagar",Kotwali,retail,2023-05-27,0,16691.79,5.0,95,8934.145,Loyal Customers,1
340,Janya De,9424211872,"H.No. 20, Lal Nagar",Kotwali,painter,2023-07-13,1,13361.060000000001,8.0,41,9297.5007,Champions,1
341,Dominic Goswami,9843854609,"61/48, Keer",Reoti,contractor,2024-07-13,1,2087.58,7.0,56,4308.449742857142,Promising,1
342,Arunima Guha,9535312769,"55/54, Thaman",Kotwali,retail,2023-11-24,1,1589.67,5.0,51,2900.3396000000002,Need Attention,1
343,Arin Ravi,9416794215,"510
Goyal Nagar",Rasra Road,contractor,2023-05-29,1,10277.25,9.0,30,6358.465877777778,Champions,1
344,Chatresh Arya,9588529624,"65/32, Vala",Dubhar,retail,2024-05-01,1,6658.2300000000005,6.0,36,10830.14075,Loyal Customers,1
345,Ladli Bhardwaj,9605547798,"008
Gopal Path",Civil Lines,contractor,2024-02-07,1,3714.75,8.0,110,6115.9641249999995,Promising,1
346,Januja Sandhu,9830511568,"H.No. 718
Pingle Ganj",Sikta Mohalla,contractor,2023-06-14,1,4949.0,7.0,0,6162.891428571428,Loyal Customers,1
347,Damini Chana,9667121569,Not Provided,Sikandarpur,retail,2023-04-12,1,7709.96,6.0,254,10733.193166666666,Need Attention,1
348,Ronith Sathe,9989889367,"10
Hayer Ganj",Sikandarpur,retail,2023-11-05,1,7364.17,8.0,47,4500.0003125,Loyal Customers,1
349,Rachana Khanna,9276670424,"90, Bali Marg",Sikta Mohalla,retail,2023-05-20,1,4126.06,5.0,609,11007.9124,Need Attention,1
350,Bhavani Ratta,9869784803,"57
Kamdar Path",Bansdih,contractor,2023-04-15,1,11154.66,4.0,147,12318.39,Need Attention,1
351,Simon Talwar,9159738492,"89/434, Goyal",Reoti,retail,2023-11-08,1,2417.27,2.0,305,9826.571,Lost,1
352,Andrew Hans,9700003920,"02, Chahal Ganj",Mau Bazar,contractor,2024-02-15,1,3577.92,5.0,214,7782.431019999999,Need Attention,1
353,Prisha Amble,9976659,"379, Chad Ganj",Mau Bazar,retail,2024-11-05,0,1834.28,3.0,333,4129.367366666666,Lost,1
354,Jack Oommen,9852032540,"H.No. 05, Saxena",Sikta Mohalla,retail,2023-04-19,1,8689.93,7.0,299,9862.2794,Need Attention,1
355,Keya Dar,96068825,"91, Loke Street",Rasra Road,painter,2023-08-16,0,7220.87,6.0,332,6214.846666666667,Need Attention,1
356,Janani Swaminathan,9883068639,"62/13, Dara",Dubhar,contractor,2023-08-03,1,9387.16,10.0,61,8224.087660000001,Champions,1
357,Ranbir Shere,9505333621,"H.No. 37
Thakkar Path",Bansdih,retail,2023-04-03,1,6302.22,9.0,95,4832.920444444444,Loyal Customers,1
358,Brinda Ramesh,9473415078,"H.No. 057, Vig Ganj",Dubhar,contractor,2023-10-25,1,8497.21,11.0,120,5302.872754545454,Loyal Customers,1
359,Eesha Minhas,9881531720,"H.No. 516, Sarkar Ganj",Mau Bazar,retail,2023-05-01,1,19808.559999999998,10.0,109,6473.628444444444,Champions,1
360,Ansh Mani,9597146648,"H.No. 613, Tella Road",Bansdih,painter,2023-09-09,1,9316.01,7.0,43,10209.946914285714,Loyal Customers,1
361,Laksh Sagar,9346599912,"H.No. 43, Bose Road",Kotwali,retail,2023-11-26,1,1798.35,5.0,383,4378.9269,Lost,1
362,Janaki Sahni,9878488534,Not Provided,Dubhar,retail,2023-09-17,1,10932.69,4.0,197,12499.7025,Need Attention,1
363,Henry Ratta,9116799547,Not Provided,Sikandarpur,contractor,2023-04-06,1,21710.05,10.0,218,7405.756455555555,Loyal Customers,1
364,Pahal Seth,9741866641,"08
Deol Nagar",Civil Lines,retail,2024-10-31,1,463.8900000000001,3.0,427,5983.100333333333,Lost,1
365,Ethan Sankaran,9531929128,"479, Rajan Street",Mau Bazar,contractor,2023-06-12,1,18617.03,3.0,173,11970.105,Promising,1
366,Omya Chaudhari,9410594268,"96, Subramaniam Marg",Sikandarpur,retail,2023-12-19,1,6609.389999999999,5.0,271,6706.27584,Lost,1
367,Om Pillai,9742009209,"88/720
Bedi Marg",Civil Lines,retail,2023-05-21,1,6054.3,10.0,124,5824.716399999999,Loyal Customers,1
368,Jack Kibe,9253824712,"83/268
Ahluwalia Circle",Dubhar,retail,2023-10-15,1,15849.77,8.0,62,11012.6088125,Loyal Customers,1
369,Azaan Konda,9165452764,"25/223, Chaudhary Street",Rasra Road,retail,2024-05-05,1,13287.34,3.0,62,3763.2527499999997,Loyal Customers,1
370,Suhani Sarraf,9558703133,Not Provided,Gai Ghat,contractor,2023-04-20,1,19126.6,9.0,130,12526.299355555555,Champions,1
371,Aadhya Koshy,9820848547,"775
Mani Marg",Dubhar,painter,2023-04-14,1,8192.0,11.0,47,5491.373381818182,Champions,1
372,Gautam Handa,9422002819,"49, Kakar Ganj",Reoti,retail,2023-06-04,1,5722.59,8.0,84,3665.8104,Promising,1
373,Vaishnavi Balan,9341961866,"86/174
Shroff Zila",Reoti,retail,2023-04-25,1,12295.56,10.0,34,11158.34757,Champions,1
374,Mugdha Pradhan,9547221915,"85/86
Panchal Chowk",Civil Lines,contractor,2023-09-24,1,15858.119999999999,4.0,248,6755.300133333334,Promising,1
